x,y,z
21.655,985.753,-138.844
25.244,974.986,-136.929
31.017,975.225,-127.358
27.398,972.832,-131.426
26.441,978.814,-139.322
22.373,977.378,-14.339
22.373,977.378,-145.543
28.355,982.403,-138.844
3.003,9.836,-139.561
42.263,984.796,-144.347
51.117,989.103,-132.622
55.663,984.078,-106.989
55.663,972.353,-91.645
41.545,968.764,-95.474
31.974,979.293,-112.732
30.299,989.342,-120.867
31.017,991.287,-112.014
27.637,999.901,-77.049
32.453,1.005.404,-44.686
41.067,988.385,-39.661
45.374,964.936,-40.618
44.895,9.6012,-27.697
44.417,969.243,-2.303
53.749,975.225,25.723
59.521,974.507,49.442
66.461,966.132,84.646
82.971,954.856,1.1677
95.683,955.095,145.514
115.813,955.574,184.068
117.248,936.641,215.204
106.211,912.473,239.402
102.144,907.179,277.268
9.329,913.909,331.645
91.137,905.025,383.629
97.358,872.214,4.0325
98.794,852.084,432.473
106.929,848.495,483.739
9.018,849.931,505.783
78.185,8.4682,501.715
85.394,836.531,510.808
92.572,819.033,535.245
102.383,801.297,575.264
9.329,776.411,589.621
78.425,755.564,5.7359
71.964,751.735,5.8675
70.289,748.355,641.127
71.007,728.016,676.571
74.596,7.2023,689.043
62.871,681.536,689.043
50.877,668.824,705.823
48.245,662.124,742.702
48.485,646.571,770.967
44.656,624.287,779.103
39.631,602.961,771.685
34.845,592.912,762.593
30.538,586.182,767.857
36.999,567.518,795.643
32.931,548.585,828.455
35.563,523.909,844.995
37.478,507.129,839.253
25.962,499.233,822.712
18.066,486.072,817.687
12.323,468.096,838.535
7.059,449.641,874.218
16.869,4.2664,903.679
16.152,407.976,923.809
17.827,387.847,938.166
24.766,369.392,9.1684
28.834,360.299,889.053
35.324,345.195,914.447
49.681,317.169,9.6332
57.846,2.901,977.947
65.504,275.264,978.664
65.504,269.282,945.135
62.871,269.043,920.938
65.504,263.988,932.662
71.007,247.956,948.246
81.057,225.912,959.971
80.578,208.654,942.234
76.032,199.083,9.3003
7.675,184.457,942.473
76.989,161.246,9.6332
73.639,154.756,962.124
87.308,153.081,965.953
104.058,137.767,965.235
110.279,124.816,949.203
124.905,1.0998,940.319
137.856,92.722,949.203
132.084,75.942,9.7002
115.813,60.628,981.536
113.659,45.284,979.382
1.2012,28.774,9.7026
124.905,19.651,9.6667
1.2323,2.423,972.922
126.102,-20.818,9.8345
1.4001,-37.597,990.629
143.121,-41.665,979.382
141.685,-48.126,969.303
141.446,-55.334,965.474
145.992,-61.077,964.278
151.256,-73.519,964.278
150.299,-87.188,967.149
148.624,-92.931,962.124
153.171,-98.674,953.031
154.606,-107.079,977.229
157.717,-123.829,1.016.262
144.556,-143.958,1.013.869
144.317,-146.112,977.947
154.128,-145.872,959.731
152.453,-142.044,972.443
138.335,-135.344,979.622
131.845,-127.896,961.406
143.121,-13.005,951.835
147.428,-128.853,952.074
147.906,-130.289,974.597
143.121,-130.528,992.064
142.642,-129.332,992.782
146.471,-125.982,976.511
142.881,-123.111,992.064
145.514,-118.564,1.010.758
140.249,-101.067,1.001.426
136.391,-77.587,994.696
133.998,-62.273,995.654
138.574,-50.758,998.076
141.446,-37.837,1.005.494
130.648,-12.682,1.002.144
121.795,18.455,1.001.187
115.813,45.763,979.622
112.941,69.721,973.161
1.1004,91.765,973.639
99.033,117.159,977.229
77.946,140.877,968.345
64.786,160.768,957.099
62.154,1.8661,944.148
0.6,214.188,9.3697
47.767,240.269,926.441
3.676,270.479,919.502
32.931,297.069,919.023
33.888,323.659,923.091
2.668,355.514,919.741
8.495,391.436,894.826
2.722,408.694,863.899
6.102,424.726,848.106
11.844,440.309,8.4332
15.434,446.052,851.935
13.041,452.273,848.824
682,470.249,849.781
8.495,483.918,847.867
10.887,492.772,845.953
658,507.129,833.959
5.862,523.669,830.848
7.298,534.676,824.866
4.905,545.474,8.2343
4.666,559.591,8.1338
4.187,5.7996,7.9349
-2.782,595.304,769.532
-5.174,603.679,752.752
-15,610.858,744.138
-2.542,622.852,741.027
-8.764,636.491,739.831
-10.199,645.374,735.524
-12.353,6.5327,7.2018
-17.378,662.124,702.204
-23.868,673.639,704.387
-28.415,684.168,701.964
-25.543,692.303,699.332
-20.728,697.358,697.179
-21.446,704.537,6.8354
-22.403,720.329,673.221
-17.378,728.016,665.564
-14.506,735.195,655.274
-11.157,7.4357,638.973
-5.174,748.834,630.359
1.286,750.539,619.083
5.384,755.564,612.144
2.243,762.742,607.119
-4.457,771.835,604.487
-17.617,786.222,604.726
-3.344,793.161,600.419
-30.568,790.289,608.555
-12.353,787.657,598.266
5.384,796.511,564.706
15.434,811.855,556.092
12.323,818.076,565.185
13.998,810.658,550.589
17.109,800.579,549.153
14.477,806.591,543.889
21.416,825.972,524.955
31.974,837.727,511.047
27.637,847.538,502.194
12.084,859.053,490.708
10.409,8.6695,481.346
6.341,871.017,467.946
329,875.564,467.229
4.427,872.453,457.867
347,872.453,444.467
3.948,880.828,434.148
7.537,887.318,427.448
8.973,888.754,414.527
4.187,893.301,387.936
-389,896.651,367.328
-7.567,904.307,352.463
-3.978,928.983,347.199
-5.174,942.413,327.308
-4.217,928.744,306.969
-5.414,928.983,316.062
-6.371,929.462,332.842
-10.199,918.934,319.651
-7.089,908.854,291.625
-4.935,911.277,281.815
-5.892,929.701,296.172
-6.132,950.788,312.951
-14.746,961.556,308.166
-15.464,959.163,291.865
-6.371,945.763,264.796
-5.653,9.4002,255.942
-9.242,946.002,275.593
-11.635,949.113,279.661
-19.771,952.702,249.242
-20.728,956.292,227.438
-21.924,955.813,222.891
-23.629,9.5342,208.744
-25.065,962.513,1.9989
-2.985,971.396,186.939
-33.679,984.557,187.179
-28.654,985.514,185.264
-22.881,987.428,180.479
-21.446,988.864,186.461
-23.868,979.532,181.196
-20.728,971.875,167.527
-13.549,965.893,165.135
-12.832,964.936,169.232
-20.967,969.482,155.803
-31.286,977.139,122.513
-37.507,978.096,88.265
-48.275,983.121,78.425
-47.318,994.637,88.983
-38.704,978.814,86.321
-29.133,961.556,72.921
-27.218,962.991,68.853
-2.985,980.728,91.137
-25.783,992.962,114.108
-2.336,9.9344,1.1339
-14.746,977.139,97.597
-6.371,9.7666,90.897
-8.764,989.342,105.494
-6.371,9.9006,105.494
-8.764,979.293,92.812
-12.114,977.139,7.675
-996,9.8001,57.099
-9.242,987.189,61.675
-13.789,998.226,70.528
-18.574,1.001.097,67.657
-10.199,988.146,62.393
-6.371,976.182,56.142
-6.849,975.943,36.042
-7.089,984.557,28.834
-8.046,994.876,52.552
-14.506,992.244,4.681
-17.139,988.864,16.869
-17.378,991.526,10.169
-19.771,987.189,24.048
-18.335,9.769,16.391
-14.028,974.268,-7.567
-12.832,982.164,-11.396
-15.703,990.808,-5.414
-12.592,984.078,-9.721
-9.242,976.182,-13.789
-15.703,978.335,-26.501
-29.133,991.287,-34.636
-36.311,988.625,-40.618
-36.311,986.471,-4.663
-30.568,987.907,-46.391
-399,990.808,-4.663
-40.618,990.329,-52.373
-38.225,988.625,-58.116
-41.815,994.637,-59.073
-4.325,9.8336,-6.003
-42.054,974.268,-55.484
-43.729,971.157,-5.333
-399,977.378,-54.766
-41.097,982.403,-59.312
-47.079,9.8001,-7.681
-47.797,978.814,-99.063
-5.333,9.8336,-110.818
-61.466,9.836,-112.253
-70.798,984.317,-105.075
-75.344,985.993,-112.014
-72.473,984.317,-130.947
-65.533,979.293,-132.861
-60.269,968.286,-124.935
-68.405,968.286,-119.671
-69.601,981.207,-112.253
-67.208,984.557,-110.818
-67.926,973.311,-123.021
-65.055,968.046,-136.451
-65.773,974.986,-140.279
-71.994,988.864,-129.272
-7.343,992.244,-112.493
-63.619,975.943,-118.475
-59.312,968.525,-134.297
-57.876,973.789,-144.586
-56.201,980.968,-144.826
-60.748,988.385,-128.794
-63.858,989.582,-101.964
-55.723,9.8001,-8.997
-47.557,980.489,-91.645
-45.404,985.035,-86.859
-4.325,9.7666,-69.362
-41.575,968.525,-17.617
-34.397,969.243,45.374
-15.942,956.292,93.051
6.102,942.892,1.2323
31.496,935.444,146.471
53.988,932.573,210.658
65.504,930.658,337.867
71.486,926.591,381.446
85.633,914.387,332.363
87.547,911.037,314.387
69.571,927.787,342.891
59.043,921.566,385.544
48.245,893.061,399.422
41.785,872.214,408.036
59.761,872.453,447.099
8.321,870.778,488.764
79.621,864.078,508.176
67.896,850.888,510.808
64.546,834.377,501.954
60.479,836.052,502.672
56.889,839.402,522.802
0.6,825.972,549.631
62.871,812.573,575.743
67.657,791.007,575.504
6.335,768.724,551.067
63.829,763.221,562.074
65.743,761.546,605.923
69.093,745.005,6.536
72.203,721.286,692.872
72.443,702.144,705.344
64.307,6.8345,694.307
4.992,668.585,676.092
42.503,654.467,677.079
44.417,635.534,7.034
52.313,614.926,752.513
58.564,600.569,796.361
58.086,582.592,810.748
57.607,559.591,811.945
55.184,535.903,814.577
48.963,521.994,825.823
44.177,507.847,8.3997
42.503,4.9349,844.517
55.663,477.189,852.413
62.871,456.371,862.702
56.889,427.358,875.414
58.086,405.344,905.115
52.313,4.2005,9.1349
45.374,392.872,905.354
57.368,370.349,903.679
58.325,356.471,898.415
51.595,3.5001,905.115
56.381,332.991,9.2692
6.335,310.229,948.964
74.118,281.725,964.995
80.339,252.981,968.824
76.271,228.066,950.878
63.111,217.298,915.644
56.381,204.826,915.883
60.479,177.518,958.296
80.339,144.467,995.175
82.014,129.123,978.425
78.664,119.312,962.363
78.903,9.655,967.149
77.468,75.942,974.118
82.493,60.389,983.689
86.112,47.198,988.714
8.994,29.252,987.518
94.726,7.448,991.586
109.561,-11.964,1.011.237
109.801,-21.535,1.021.765
100.229,-24.407,991.586
100.708,-25.364,971.217
99.751,-30.897,970.738
102.861,-37.119,962.124
112.223,-47.408,969.303
107.408,-55.573,972.204
102.383,-62.991,976.272
101.186,-75.673,971.217
104.058,-85.274,9.6356
101.186,-87.667,975.554
93.529,-87.667,975.793
81.775,-90.538,951.596
78.664,-92.692,944.896
95.204,-111.864,9.6691
103.579,-134.865,996.132
99.033,-138.694,986.082
89.701,-129.332,961.167
92.812,-131.725,959.731
95.683,-139.173,982.972
89.462,-141.087,985.364
84.437,-141.565,960.928
81.296,-144.197,9.4681
84.197,-149.462,973.879
85.394,-152.572,10.0334
88.744,-148.026,990.629
86.112,-135.105,957.338
76.989,-124.546,958.056
81.775,-123.589,989.671
85.155,-119.282,1.000.708
81.057,-102.981,996.132
9.018,-86.471,986.561
100.229,-74.716,983.211
97.358,-62.034,10.1698
101.665,-47.169,1.059.632
97.597,-23.928,1.042.134
82.493,11.755,993.979
75.314,46.959,996.371
74.118,6.996,1.010.997
66.221,103.011,966.192
72.443,145.663,917.558
62.871,177.518,906.072
43.699,197.647,945.853
25.484,205.065,976.032
993,214.905,962.842
2.961,242.931,919.263
-6.849,283.878,871.107
-22.642,3.2342,823.909
-36.072,349.053,775.514
-44.207,350.967,771.685
-399,3.2988,8.3013
-17.617,3.0329,879.482
-14.267,279.571,8.8666
-13.549,258.245,892.194
-5.653,2.4003,918.066
1.765,222.562,9.4681
11.127,193.101,975.075
21.416,157.149,1.005.973
26.201,132.473,1.011.955
15.912,124.098,1.005.973
27.637,113.091,982.493
54.706,97.268,970.499
58.086,96.311,971.965
55.663,9.009,968.585
58.564,62.542,962.842
55.424,38.584,953.271
58.325,18.694,960.449
55.663,-7.418,965.474
4.657,-37.837,987.757
39.392,-61.795,998.316
48.724,-79.023,991.346
62.632,-89.821,1.001.665
61.914,-9.676,1.000.469
58.564,-100.349,972.682
59.521,-109.472,949.921
56.889,-129.811,951.356
65.025,-142.762,966.431
67.178,-152.572,987.279
59.282,-172.223,974.357
58.086,-188.046,957.099
59.282,-191.635,950.878
5.662,-194.028,953.749
57.607,-20.336,9.7002
62.632,-223.011,962.842
74.118,-232.343,951.596
76.511,-240.479,945.374
67.178,-245.534,943.909
59.761,-249.841,954.467
60.479,-252.712,944.148
65.743,-248.166,9.2692
78.903,-252.473,929.552
85.394,-254.866,925.963
79.382,-258.215,920.938
73.878,-265.633,927.398
81.296,-279.302,936.491
8.321,-290.548,937.448
78.903,-297.039,941.277
79.621,-29.991,9.3362
81.057,-305.175,917.079
82.732,-308.525,918.784
79.143,-309.721,934.577
77.707,-312.832,940.798
80.818,-315.464,926.441
82.493,-307.328,903.201
82.014,-301.585,897.458
80.818,-30.326,914.686
81.775,-312.114,920.698
84.676,-323.629,908.944
85.394,-331.286,903.201
80.818,-330.329,906.551
76.032,-334.876,917.318
79.382,-341.097,921.416
85.633,-347.079,911.097
8.683,-345.883,901.287
85.872,-342.293,906.312
8.659,-337.268,919.502
88.983,-338.943,925.723
92.333,-345.883,921.895
9.999,-361.705,909.183
104.058,-369.841,908.226
97.119,-363.619,911.097
91.376,-347.079,911.815
85.394,-33.655,911.815
84.197,-333.201,910.619
90.658,-329.372,905.115
94.008,-32.674,896.022
92.333,-32.339,898.894
88.026,-324.108,909.183
89.462,-331.047,902.004
92.812,-330.568,893.151
8.994,-33.344,8.9674
88.983,-339.183,9.0679
87.069,-34.325,918.305
84.197,-348.545,919.502
88.505,-349.502,909.661
89.222,-345.883,898.654
87.787,-345.883,899.133
93.051,-352.134,908.226
95.683,-357.398,919.263
92.572,-358.594,916.601
88.265,-353.809,908.944
91.376,-352.134,906.312
95.444,-351.655,901.526
91.376,-347.557,904.158
87.547,-344.447,900.808
85.633,-343.968,895.065
87.069,-342.772,899.133
88.744,-342.533,910.379
93.769,-344.447,911.336
9.664,-352.612,905.833
95.444,-34.998,905.594
90.419,-344.686,902.962
91.376,-343.968,897.219
88.265,-339.422,903.201
91.854,-349.023,906.072
99.272,-355.962,9.0344
94.965,-348.305,901.047
8.659,-338.943,894.826
9.018,-337.986,888.096
98.554,-344.447,888.335
95.683,-357.398,903.201
93.051,-374.656,9.1014
91.615,-38.016,904.397
93.051,-374.656,895.065
95.444,-376.092,897.697
95.922,-37.992,901.526
95.922,-378.485,904.158
99.272,-376.331,894.587
100.229,-376.092,885.464
101.665,-375.374,891.715
98.315,-377.288,895.783
95.683,-379.203,8.9363
99.033,-379.442,8.9025
100.229,-380.878,888.814
98.554,-378.724,891.237
97.358,-378.485,8.9363
97.119,-375.374,897.697
99.512,-375.374,896.501
101.665,-377.767,887.618
101.186,-374.656,881.875
9.999,-369.362,884.268
97.597,-37.343,895.065
99.033,-382.074,902.483
9.999,-39.021,897.697
99.751,-384.706,8.9339
97.837,-374.895,890.489
97.597,-371.516,885.703
102.622,-375.613,890.489
99.512,-378.724,903.919
93.051,-38.327,914.686
93.051,-38.997,9.3003
88.983,-394.277,960.928
85.872,-387.817,990.389
81.057,-363.141,986.082
82.014,-323.869,9.7026
86.112,-289.113,956.142
82.493,-256.301,969.303
79.621,-218.225,979.143
75.314,-191.396,976.511
71.725,-169.352,972.922
72.682,-135.823,963.799
75.075,-87.906,964.038
62.632,-39.033,9.9015
61.436,4.816,985.843
59.761,33.799,959.731
48.245,57.757,945.853
26.201,8.985,943.669
8.973,126.969,940.319
2.722,151.645,947.528
-1.825,174.407,959.971
-7.807,196.929,940.559
-14.985,233.091,919.263
-18.096,276.461,920.938
-22.403,303.769,944.896
-21.446,319.561,9.5016
-13.549,340.409,930.987
-1.346,367.956,900.569
-1.107,403.191,875.414
-21.446,450.598,8.5672
-31.525,479.581,824.148
-32.483,508.325,818.644
-37.507,530.369,827.498
-37.747,524.626,823.669
-31.525,519.362,8.0689
-25.543,539.252,784.636
-22.164,569.432,778.385
-14.746,585.703,782.214
-9.003,597.219,7.7001
-8.764,618.305,761.157
-8.285,641.755,760.439
-10.917,654.228,753.709
-14.746,665.235,740.788
-12.353,668.106,717.308
-10.917,675.793,695.025
-17.139,693.739,688.804
-16.421,709.083,6.7011
-996,733.759,646.152
-13.071,753.649,631.556
-11.635,754.607,631.316
-6.849,751.257,630.598
-2.064,751.017,617.408
13.998,761.067,606.401
34.367,779.522,587.468
31.256,8.001,568.774
30.538,813.769,560.638
28.834,823.101,551.306
26.201,829.562,528.066
20.459,834.138,505.544
15.673,844.427,495.972
18.544,851.845,479.671
19.262,853.998,461.934
9.452,855.434,455.474
8.734,863.121,438.724
17.109,884.208,422.662
10.648,899.761,425.055
2.004,8.9689,420.269
12.084,891.865,391.526
22.373,887.318,3.6326
25.723,892.104,3.7331
11.605,9.0359,405.404
12.562,901.197,409.232
17.827,8.9689,391.526
17.109,897.368,385.783
993,912.952,376.899
993,929.701,363.978
10.887,931.616,369.482
13.041,917.019,389.133
15.912,908.136,374.746
22.373,920.369,347.916
25.484,932.094,339.302
20.937,9.3018,345.524
19.502,922.284,3.2659
30.778,915.105,301.436
30.538,930.898,292.822
17.348,947.677,297.129
19.502,950.549,307.448
25.005,942.174,316.541
24.287,937.149,314.866
14.955,939.063,303.141
13.998,942.653,297.368
24.526,941.695,296.889
2.668,934.248,294.736
19.502,935.444,281.575
14.477,944.806,272.453
11.366,956.292,271.974
12.802,963.231,272.692
21.176,957.488,272.692
18.066,9.4672,258.096
10.887,942.653,237.727
11.366,945.045,224.566
4.666,954.377,220.947
-2.542,973.311,232.223
3.948,966.371,239.402
2.961,957.249,229.113
-3.021,965.654,223.849
-661,971.157,226.241
1.286,967.568,228.873
9.452,955.334,231.027
7.298,945.045,225.763
682,954.856,229.591
8.973,967.807,2.4012
11.605,967.328,232.223
8.016,961.795,216.401
5.384,962.034,208.265
5.623,9.635,198.933
-4.935,962.752,1.9005
-10.439,9.702,177.129
-6.371,979.053,169.472
-661,979.771,165.613
-4.935,978.814,163.938
-326,978.814,152.692
3.709,965.893,127.777
6.102,966.371,132.084
-1.585,982.882,1.6346
-9.242,984.557,1.8
-13.789,977.378,164.178
-12.832,9.7355,136.152
-9.721,968.046,119.641
-14.028,970.439,129.691
-19.531,9.8001,144.317
-17.378,9.769,143.121
-14.985,967.807,130.409
-17.856,972.832,1.1653
-19.292,984.796,109.083
-18.574,982.403,106.451
-21.924,984.557,102.861
-25.065,985.753,98.076
-24.347,982.164,91.137
-18.814,9.8001,8.994
-18.096,972.114,9.329
-20.249,971.157,97.837
-16.421,980.728,110.997
-12.592,984.557,126.102
-6.849,978.096,129.212
-3.978,966.132,117.727
-6.371,964.457,101.904
-13.789,971.157,100.947
-15.224,977.139,120.598
-15.224,978.096,142.164
-11.635,973.071,152.692
-9.482,962.274,1.5676
-16.181,959.163,159.153
-12.114,958.924,178.086
4.666,958.206,205.872
19.023,951.027,241.555
33.171,937.388,294.736
34.606,898.325,348.156
20.459,868.146,377.617
11.844,871.496,387.936
-1.825,892.104,4.1668
-8.285,906.461,438.245
-1.107,887.318,442.313
15.912,8.5017,4.5356
21.655,828.365,491.187
10.648,820.708,531.177
-5.653,814.965,538.834
-661,802.493,540.987
29.791,7.934,590.339
57.368,774.946,641.845
47.767,750.778,644.477
29.791,731.127,620.519
2.668,722.991,623.899
40.349,712.433,6.5671
65.982,687.996,699.332
86.112,657.099,718.505
8.683,636.252,7.2688
8.659,628.594,747.009
81.296,627.159,751.077
92.812,616.152,766.182
125.145,587.857,795.643
160.828,5.6007,818.644
174.497,539.252,8.1338
168.515,530.369,814.816
168.754,528.694,854.088
185.743,511.705,883.789
216.401,495.883,865.364
238.206,489.661,851.695
249.721,482.004,834.916
2.6336,4.9684,841.406
270.299,500.668,817.448
2.7344,488.226,787.269
295.214,473.599,807.847
319.412,444.138,828.694
334.756,432.652,821.516
356.321,4.3337,816.491
381.236,422.572,822.473
404.955,408.694,8.1
422.184,406.301,805.215
426.969,400.289,8.1024
429.841,389.522,804.018
434.417,381.625,791.576
441.356,380.668,789.661
446.142,3.833,799.233
448.056,382.343,794.926
448.774,377.797,773.839
450.449,3.8665,777.428
442.313,393.829,782.692
448.295,389.282,762.832
4.6005,384.257,762.593
457.388,3.833,794.447
452.124,381.625,801.386
4.5356,380.668,7.9014
452.842,375.404,7.8341
4.5332,370.588,778.146
462.921,371.067,782.453
458.106,372.981,783.889
459.332,376.122,779.342
460.529,372.503,781.017
453.799,365.085,775.035
457.627,357.189,761.157
480.628,3.4663,757.807
4.8999,338.973,771.446
494.776,329.641,786.551
502.912,3.2677,790.858
502.672,335.145,787.747
497.887,338.016,790.619
500.997,329.402,788.226
515.863,318.365,770.728
525.673,309.751,767.618
522.323,298.744,785.833
519.691,297.548,798.993
520.409,2.9994,794.208
514.188,302.333,769.771
518.495,303.051,763.789
527.587,299.701,7.8006
528.066,298.744,792.054
525.434,301.137,795.643
527.587,3.2018,785.833
530.459,304.965,787.029
529.502,301.137,7.8679
527.109,298.744,774.796
524.955,302.333,765.703
519.452,307.597,756.581
521.366,329.402,795.883
525.434,344.477,848.824
502.194,353.121,866.561
459.093,362.453,819.602
432.503,375.404,759.482
435.613,394.786,747.966
441.117,4.1324,789.901
410.698,417.548,809.761
373.789,420.419,781.974
345.763,434.327,748.445
330.927,449.402,741.984
338.106,470.489,776.471
3.2997,475.992,803.779
321.087,475.992,782.214
302.184,485.115,754.666
265.514,507.129,767.378
250.439,525.105,812.662
2.4347,531.566,834.437
229.113,533.241,827.976
214.487,544.038,820.319
195.823,557.438,828.216
191.994,561.266,818.405
182.632,566.082,7.9684
1.6322,572.782,770.728
156.521,587.378,752.752
134.477,609.183,7.5682
99.033,625.723,7.6355
77.946,631.944,738.634
6.335,645.374,711.326
44.177,661.167,708.694
17.348,671.725,720.898
10.409,6.734,705.823
9,677.229,681.386
-9.721,682.732,671.785
-23.868,688.236,6.833
-43.729,7.2023,697.418
-54.048,707.408,7.2005
-55.484,704.537,6.8354
-60.987,702.622,6.6341
-73.908,709.322,661.496
-71.037,710.758,658.864
-58.834,712.672,669.871
-54.287,713.151,692.154
-52.851,714.587,714.198
-47.557,726.341,718.026
-4.349,7.3663,716.351
-40.857,7.3998,698.615
-44.207,738.545,664.128
-48.514,730.409,630.838
-62.662,733.998,604.487
-84.706,758.674,597.548
-10.337,786.222,6.0664
-108.664,792.682,601.137
-106.032,785.025,572.393
-114.646,778.804,5.5346
-12.685,795.554,560.878
-12.685,800.579,553.221
-129.242,798.664,538.594
-131.186,799.621,5.3357
-134.058,801.297,5.3357
-133.819,804.916,525.913
-140.519,8.1688,5.1993
-144.108,827.169,525.913
-148.415,829.322,518.973
-155.833,827.169,497.887
-159.452,823.819,477.518
-16.328,826.212,466.032
-166.869,8.3007,461.456
-165.912,835.574,467.468
-161.366,8.4012,477.757
-162.323,839.163,4.835
-155.354,842.752,498.126
-149.611,839.402,500.758
-149.133,841.556,497.647
-147.697,836.052,488.525
-151.765,837.727,481.107
-152.961,8.3677,479.193
-154.636,842.513,481.825
-153.679,844.906,488.046
-152.004,845.623,489.751
-151.047,846.341,492.862
-145.543,839.641,488.525
-145.065,841.795,489.751
-145.783,842.752,4.9023
-147.218,845.863,491.426
-147.218,8.4347,491.904
-147.218,841.316,492.862
-148.893,842.274,491.904
-153.679,842.991,483.739
-15.344,842.991,482.782
-152.483,839.163,486.132
-15.655,844.427,491.904
-15.655,842.991,492.383
-159.212,839.881,486.132
-162.323,838.206,473.928
-167.827,837.488,466.032
-172.852,837.967,463.161
-178.834,842.034,471.296
-175.244,840.599,480.868
-173.569,838.684,478.953
-166.869,841.556,474.646
-165.912,841.556,477.757
-162.084,841.316,482.303
-15.993,842.513,4.7991
-152.722,840.599,4.8015
-146.979,835.334,481.825
-145.783,838.206,487.089
-148.654,850.648,498.604
-138.365,852.563,499.083
-136.211,851.845,502.672
-145.304,843.709,492.622
-149.133,838.445,482.303
-138.844,835.574,477.996
-139.561,837.488,477.996
-135.972,838.684,474.646
-140.997,840.599,483.978
-151.286,840.359,484.935
-156.072,837.967,472.732
-16.328,8.3677,4.768
-171.416,836.531,490.708
-143.868,829.083,480.389
-57.398,854.956,385.065
-129.482,915.584,515.115
-106.511,920.609,528.784
-97.627,893.301,5.0674
-92.602,862.164,528.066
-81.835,862.882,507.458
-5.668,868.146,452.602
-30.808,857.378,438.724
-8.764,849.213,4.9669
28.594,791.725,505.065
61.436,732.323,481.825
9.664,736.391,541.227
145.992,7.3017,558.006
2.7006,654.945,500.997
389.851,572.782,465.314
457.149,5.2343,454.517
509.851,480.778,466.271
592.762,437.438,537.637
712.283,371.306,589.382
786.072,301.855,623.899
860.818,235.244,641.605
912.294,224.237,661.257
934.337,255.374,655.753
9.2357,282.921,622.433
923.091,2.9345,611.665
903.201,304.965,595.603
864.168,299.701,552.024
835.663,274.307,503.151
827.976,274.068,489.003
806.202,277.179,486.371
790.379,278.136,488.525
772.403,293.211,516.072
772.164,293.211,539.073
762.832,287.228,542.184
755.414,295.155,531.416
761.875,302.572,513.918
754.696,311.187,506.979
758.525,318.604,518.255
771.446,320.758,540.509
778.385,304.008,558.006
7.669,301.855,550.349
761.157,304.247,508.654
774.078,306.162,499.801
7.5996,3.0664,5.0674
752.782,311.665,502.433
760.918,322.463,505.783
760.439,328.684,520.409
771.446,317.886,521.127
771.925,307.837,524.238
760.678,303.051,5.2998
764.028,298.744,547.239
774.557,281.964,553.221
792.772,258.485,550.349
761.157,239.791,5.6016
723.769,224.237,567.578
715.633,226.152,557.528
706.062,237.398,557.049
692.632,2.5681,581.964
6.469,250.349,6.5671
6.0353,276.461,695.982
538.116,312.144,700.768
538.355,312.862,637.777
612.622,2.9345,603.769
642.084,238.116,599.223
664.846,140.638,618.126
648.335,-46.929,719.941
608.555,-11.725,838.774
672.772,1.701,832.523
800.908,658.774,757.568
800.668,697.598,667.956
779.103,377.557,747.966
701.276,310.708,771.925
638.973,223.759,7.3672
547.956,218.495,733.849
492.144,252.024,753.709
4.8999,248.674,751.077
473.928,248.674,752.034
454.517,254.895,800.429
475.364,246.281,8.2008
491.187,239.791,804.497
505.065,235.005,798.993
498.844,215.863,828.934
506.501,195.015,853.131
5.2017,197.408,842.124
541.256,202.672,845.953
541.256,211.047,847.388
521.366,217.777,819.123
515.384,232.852,8.033
510.329,235.244,8.1024
505.065,228.784,809.043
4.8999,224.237,814.098
481.346,225.434,811.705
485.205,234.048,817.687
477.518,234.287,809.522
4.7345,248.435,796.122
472.014,249.631,794.447
480.628,247.478,801.147
489.272,241.974,814.816
4.8664,232.852,830.369
491.665,234.287,828.216
502.194,2.4341,806.172
505.783,251.306,8.033
504.826,249.392,807.847
507.458,249.871,808.086
508.894,246.521,8.1
495.494,239.791,829.173
487.597,248.674,8.2343
4.8999,255.613,791.576
4.8688,256.331,797.558
478.236,2.6351,802.104
476.561,262.552,797.797
475.603,2.5992,800.429
478.236,257.288,812.423
486.401,256.331,814.577
488.794,254.656,812.662
4.8999,2.5346,821.994
487.358,252.981,8.3013
485.683,254.656,818.166
488.315,258.724,809.761
491.665,262.313,810.987
4.8326,266.142,812.902
481.585,264.227,804.736
479.432,269.282,803.061
474.407,2.6662,802.583
473.689,263.988,800.429
4.8326,266.142,801.147
490.469,2.6351,8.1
4.9334,261.595,824.627
493.101,260.877,821.516
487.597,266.142,8.1
482.543,263.749,8.0665
482.782,265.902,806.411
482.064,265.902,807.368
483.021,269.043,801.865
484.935,273.829,804.736
4.8999,269.522,812.662
488.076,265.185,806.172
486.401,270.239,804.736
484.218,265.424,804.736
482.782,273.829,805.454
4.8664,270.957,814.337
484.935,266.142,816.252
4.835,265.663,809.522
485.683,271.197,802.104
488.555,266.142,8.0689
487.597,271.197,811.227
485.683,275.504,807.608
482.782,269.282,805.454
484.696,272.632,805.693
486.401,272.154,812.662
483.978,269.761,807.368
482.303,277.657,804.018
480.868,273.111,807.368
4.8688,272.393,802.343
489.272,275.264,807.368
484.696,274.068,807.608
4.835,276.461,803.061
483.021,276.461,8.0354
484.218,272.632,807.129
489.033,272.393,816.969
484.218,270.957,815.055
4.835,275.982,8.0665
484.696,275.743,810.748
484.935,272.154,8.1024
485.444,276.461,802.583
485.683,282.204,802.822
486.401,277.896,802.104
483.978,280.289,802.343
